,weight,prod_distance,time_delivery,target
609,19.0,2028.0,1.0,724223.9479983787
610,37.0,2476.0,11.0,452759.44535776513
611,19.0,1783.0,4.0,668812.3653577651
612,37.0,2098.0,2.0,732729.6076797519
613,37.0,1459.0,12.0,603070.5133498312
614,10.0,2796.0,4.0,459439.0523521411
615,82.0,2163.0,6.0,601817.3058336186
616,1.0,2936.0,2.0,790552.2049412772
617,55.0,2501.0,10.0,580931.222352141
618,1.0,2074.0,8.0,675225.4987274453
619,55.0,2028.0,8.0,456562.4647340298
620,46.0,1783.0,9.0,635727.2081415536
621,82.0,2913.0,10.0,636006.8640008646
622,55.0,2501.0,8.0,701529.7823521411
623,1.0,2231.0,9.0,489751.2076797519
624,82.0,2028.0,12.0,714468.2340008646
625,73.0,2163.0,3.0,700220.6049294312
626,73.0,2796.0,8.0,735784.7925970787
627,46.0,2488.0,12.0,737462.7524994892
628,46.0,1467.0,10.0,702015.9839110986
629,28.0,1797.0,6.0,746501.7379983788
630,82.0,1346.0,6.0,734827.30180528
631,64.0,2471.0,1.0,519605.07695046376
632,37.0,1237.0,14.0,569869.2840008646
633,46.0,1804.0,7.0,716999.0537311212
634,46.0,2074.0,1.0,725738.1787274452
635,46.0,1567.0,5.0,640674.1153672726
636,37.0,2043.0,12.0,607089.2537311212
637,55.0,2043.0,5.0,692617.0849412772
638,55.0,1335.0,13.0,711750.1314326305
639,55.0,1804.0,4.0,696339.7158336187
640,73.0,1459.0,5.0,707701.6918735134
641,73.0,2476.0,4.0,678967.207679752
642,73.0,2231.0,1.0,762292.8118735134
643,1.0,1804.0,10.0,783445.8012148325
644,73.0,1161.0,10.0,675492.1318735133
645,10.0,2098.0,12.0,697645.5723281042
646,10.0,2796.0,9.0,668967.1149294311
647,46.0,1161.0,10.0,744312.0187274452
648,55.0,1237.0,5.0,675564.6369504638
649,37.0,1797.0,12.0,672190.5847340297
650,1.0,2118.0,8.0,736281.5653672726
651,55.0,2700.0,3.0,747547.1449412772
652,73.0,2501.0,11.0,644059.7027244101
653,37.0,1731.0,2.0,736167.2518735133
654,73.0,2098.0,7.0,634939.5718136714
655,82.0,1731.0,8.0,521889.4918136714
656,46.0,2074.0,2.0,746385.6558336186
657,73.0,1772.0,11.0,734422.30180528
658,55.0,1804.0,7.0,538221.3723281042
659,28.0,2118.0,5.0,735915.2518735133
660,37.0,2913.0,12.0,784674.3718735133
661,28.0,2028.0,8.0,666494.7825970788
662,28.0,1783.0,12.0,501727.4423521411
663,19.0,2913.0,8.0,779683.9139110985
664,55.0,2631.0,1.0,641446.5718735134
665,55.0,1161.0,10.0,607836.6524994893
666,46.0,2028.0,14.0,496238.26535776514
667,10.0,2501.0,1.0,746673.6558336186
668,10.0,2471.0,7.0,670088.4733498312
669,28.0,2043.0,13.0,671391.1323281042
670,10.0,2135.0,8.0,760199.1612148324
671,10.0,2471.0,12.0,497599.8812369472
672,28.0,1797.0,11.0,577532.9627244101
673,10.0,2471.0,9.0,708271.8691183892
674,19.0,2043.0,10.0,636771.7758336186
675,10.0,2471.0,14.0,602991.7879983787
676,46.0,1731.0,4.0,634009.2902069426
677,37.0,2231.0,10.0,716792.0537311212
678,37.0,2231.0,14.0,722081.3981415535
679,1.0,2105.0,6.0,735984.5653672726
680,55.0,1731.0,12.0,672881.5727244101
681,19.0,1797.0,14.0,452683.2212369471
682,19.0,1567.0,5.0,803683.0153672725
683,10.0,1928.0,1.0,546658.9799192636
684,19.0,2028.0,6.0,676665.4987274453
685,28.0,1783.0,2.0,836034.9104500827
686,1.0,2416.0,9.0,776853.007679752
687,1.0,2105.0,9.0,698534.9533498312
688,55.0,2700.0,14.0,693796.6037311212
689,10.0,1284.0,9.0,698338.1047340297
690,64.0,1772.0,1.0,596497.1349294311
691,82.0,1797.0,8.0,744337.0108572766
692,19.0,2416.0,4.0,755488.4102069426
693,82.0,1567.0,11.0,607251.6524994893
694,19.0,2631.0,11.0,641338.5212369472
695,19.0,2416.0,14.0,760388.1612148324
696,19.0,1928.0,12.0,761626.0569504637
697,82.0,1783.0,4.0,776421.007679752
698,73.0,2105.0,1.0,539882.0927244101
699,64.0,2028.0,11.0,491779.7040008646
700,37.0,2680.0,12.0,748637.6099192636
701,1.0,2796.0,9.0,604540.0740008645
702,1.0,2135.0,2.0,735323.9169504638
703,46.0,1567.0,2.0,542529.1387274452
704,10.0,1804.0,1.0,482010.0733498312
705,64.0,2074.0,1.0,532579.4940008646
706,82.0,2416.0,3.0,672161.5727244101
707,28.0,1928.0,3.0,556401.7439110986
708,19.0,2488.0,8.0,739834.1612369472
709,73.0,2471.0,7.0,604252.0740008645
710,1.0,2028.0,7.0,741831.1447340297
711,19.0,1161.0,5.0,669532.3653577651
712,37.0,2163.0,11.0,582905.0124644242
713,10.0,1772.0,5.0,698571.4427244101
714,10.0,2231.0,6.0,537321.1314326305
715,55.0,1928.0,4.0,573914.8037311212
716,73.0,1928.0,11.0,665250.6540008646
717,46.0,1928.0,7.0,525738.5533498311
718,82.0,2135.0,6.0,465524.22911838925
719,73.0,2098.0,8.0,530319.0766874629
720,10.0,2501.0,2.0,644234.0647340297
721,73.0,1237.0,13.0,744689.1281415536
722,1.0,2501.0,14.0,798853.4702069425
723,28.0,1804.0,2.0,529428.0766874629
724,37.0,1467.0,10.0,640906.5718735134
725,55.0,1804.0,6.0,573806.8037311212
726,55.0,1928.0,8.0,718303.0053577651
727,19.0,1797.0,6.0,635826.7758336186
728,55.0,1772.0,11.0,524699.3658336187
729,19.0,1467.0,6.0,650856.1314326305
730,64.0,2163.0,9.0,669178.3202069426
731,37.0,2028.0,12.0,700864.3502069425
732,55.0,1731.0,11.0,556783.6449294311
733,28.0,2501.0,14.0,676845.4987274453
734,37.0,2488.0,4.0,574231.905357765
735,19.0,1731.0,4.0,533479.8079669729
736,55.0,2488.0,12.0,736247.7524994892
737,64.0,1237.0,9.0,520193.8918735134
738,73.0,1731.0,10.0,770089.1749412772
739,73.0,1284.0,10.0,673054.5847340297
740,46.0,2680.0,3.0,681728.3491183892
741,73.0,2936.0,7.0,737364.1314326305
742,64.0,2043.0,9.0,448786.7625970788
743,37.0,2074.0,10.0,535838.0853577651
744,37.0,2471.0,9.0,745876.0108572766
745,37.0,2043.0,1.0,724956.4333498311
746,73.0,2118.0,14.0,504981.9349412772
747,64.0,1459.0,10.0,701718.9839110986
748,82.0,2471.0,6.0,646281.007679752
749,28.0,1928.0,5.0,746861.7379983788
750,82.0,1804.0,4.0,836709.9104500827
751,37.0,2501.0,2.0,706578.4153672726
752,82.0,2796.0,11.0,451833.1724994892
753,10.0,2680.0,3.0,578874.1314326305
754,28.0,1567.0,8.0,766724.1258336187
755,10.0,1731.0,6.0,805168.0153672725
756,82.0,1346.0,10.0,764361.3718136714
757,64.0,2471.0,14.0,727577.5199192637
758,19.0,2118.0,6.0,666547.9318136714
759,10.0,2135.0,4.0,609597.8612369471
760,73.0,1928.0,9.0,540735.5047340296
761,73.0,1734.0,6.0,803579.29180528
762,64.0,1161.0,9.0,636465.1125970788
763,82.0,1346.0,5.0,725017.172352141
764,1.0,1284.0,10.0,722153.3981415535
765,46.0,2936.0,11.0,641923.5212369472
766,55.0,1783.0,3.0,693290.5579669729
767,64.0,2231.0,9.0,637761.1125970788
768,82.0,2913.0,3.0,720199.1149412772
769,19.0,2796.0,11.0,612186.8327244101
770,1.0,2936.0,9.0,716683.0053577651
771,64.0,1335.0,1.0,498927.98473402974
772,1.0,2043.0,1.0,699418.1047340297
773,64.0,2631.0,13.0,675756.3923521412
774,55.0,2501.0,9.0,759220.6318052801
775,10.0,2476.0,3.0,649349.8524644242
776,46.0,2028.0,4.0,696476.8412369471
777,28.0,2135.0,2.0,456075.35272441007
778,64.0,2163.0,14.0,602775.7879983787
779,55.0,2043.0,12.0,530349.3921824719
780,82.0,2488.0,2.0,563502.7481415536
781,19.0,2135.0,6.0,525046.2079983788
782,1.0,2118.0,11.0,783954.3718735133
783,10.0,1734.0,11.0,725387.1787274452
784,37.0,2501.0,1.0,671679.1323281042
785,10.0,1731.0,8.0,737499.1314326305
786,1.0,2936.0,12.0,727214.6124644242
787,73.0,1161.0,9.0,771958.712182472
788,55.0,1467.0,12.0,721705.3127244101
789,82.0,1284.0,14.0,717359.0537311212
790,28.0,1734.0,10.0,671840.8904500827
791,19.0,2913.0,10.0,674697.2653672725
792,73.0,2700.0,5.0,643370.0647340297
793,19.0,1567.0,6.0,779358.1314326304
794,55.0,2471.0,4.0,546415.9799192636
795,73.0,2231.0,11.0,606152.1079669729
796,37.0,2501.0,5.0,600099.9612148325
797,73.0,1797.0,14.0,707658.4153672726
798,19.0,2476.0,13.0,532399.4940008646
799,10.0,1346.0,12.0,638997.6012148325
800,46.0,2043.0,10.0,673513.5847340297
801,28.0,1335.0,2.0,674229.2653672725
802,55.0,1734.0,6.0,634075.5718136714
803,55.0,1731.0,9.0,455770.4647340298
804,82.0,1467.0,11.0,518840.07695046376
805,73.0,2028.0,8.0,594060.5504500828
806,64.0,1797.0,4.0,540600.5047340296
807,28.0,2118.0,6.0,575526.2012369471
808,19.0,2796.0,6.0,724983.4333498311
809,19.0,1335.0,2.0,634192.7204500827
810,64.0,2936.0,4.0,669505.3653577651
811,82.0,1237.0,2.0,742479.1447340297
812,73.0,2135.0,8.0,728951.1321824719
813,37.0,2476.0,13.0,497527.8812369472
814,55.0,2936.0,5.0,535799.3537311212
815,10.0,2936.0,7.0,487263.602182472
816,64.0,1346.0,1.0,634971.8640008646
817,10.0,1459.0,7.0,760089.1314326304
818,64.0,2231.0,2.0,599367.4781415536
819,19.0,2936.0,8.0,766641.4004500827
820,10.0,2043.0,10.0,681368.3491183892
821,73.0,2488.0,2.0,534424.8079669729
822,28.0,1772.0,12.0,793705.5704500827
823,1.0,1928.0,4.0,672566.5727244101
824,82.0,2118.0,10.0,783577.9618052801
825,19.0,2913.0,3.0,523808.3658336187
826,37.0,2936.0,4.0,451387.4537311212
827,10.0,2105.0,5.0,637870.9933498312
828,73.0,2471.0,9.0,511976.1549294312
829,28.0,2631.0,7.0,500466.98473402974
830,1.0,1783.0,4.0,729455.1321824719
831,46.0,2796.0,4.0,713775.2340008646
832,64.0,2231.0,13.0,722523.6247340296
833,64.0,2028.0,6.0,637266.7758336186
834,19.0,2135.0,10.0,753997.5849294312
835,37.0,2796.0,5.0,479011.2881415536
836,28.0,1467.0,5.0,782392.8012148325
837,73.0,2028.0,9.0,601251.0508572765
838,55.0,1797.0,4.0,723302.1858336186
839,19.0,1459.0,13.0,760845.1314326304
840,73.0,1783.0,4.0,727928.0949294312
841,82.0,1928.0,3.0,706588.8691183892
842,82.0,2135.0,1.0,701694.3766874628
843,55.0,2488.0,4.0,610359.2523281042
844,10.0,2631.0,2.0,673647.64180528
845,19.0,1567.0,10.0,705493.0604500828
846,55.0,2700.0,9.0,544041.1387274452
847,82.0,2488.0,10.0,717022.1324994892
848,19.0,2118.0,14.0,573239.0324994893
849,37.0,2135.0,9.0,694156.1853577651
850,82.0,1567.0,12.0,576587.9627244101
851,73.0,1284.0,4.0,692945.5124994892
852,10.0,2231.0,14.0,767782.3933498312
853,28.0,1284.0,3.0,645861.0023521412
854,82.0,1731.0,7.0,601323.0508572765
855,28.0,1567.0,9.0,582878.0124644242
856,1.0,2501.0,9.0,519812.66536727257
857,10.0,2476.0,6.0,616878.9324644243
858,19.0,2476.0,1.0,777529.0749294312
859,37.0,1237.0,6.0,760084.6318052801
860,82.0,1731.0,3.0,548626.2691183892
861,28.0,2796.0,11.0,701413.3387274452
862,19.0,1346.0,7.0,674007.64180528
863,55.0,1731.0,6.0,570555.182182472
864,46.0,2936.0,10.0,453546.4923281041
865,55.0,1772.0,8.0,547951.2691183892
866,10.0,2163.0,5.0,698553.1579983787
867,10.0,2043.0,1.0,665714.9381415535
868,64.0,2936.0,11.0,746661.9133498312
869,55.0,1734.0,10.0,493486.7924994892
870,37.0,1783.0,14.0,493860.1314326305
871,46.0,2163.0,4.0,706176.9718052801
872,55.0,2105.0,1.0,562235.65180528
873,10.0,1346.0,8.0,451015.5079669729
874,64.0,1797.0,3.0,497167.8812369472
875,37.0,1335.0,9.0,606846.2537311212
876,1.0,1783.0,11.0,667464.8924994892
877,73.0,2098.0,6.0,755128.4102069426
878,73.0,2488.0,11.0,536576.5412369472
879,46.0,2231.0,5.0,486729.01668746286
880,46.0,2074.0,11.0,721576.1149412772
881,82.0,2118.0,4.0,573869.8037311212
882,37.0,2074.0,11.0,682016.3491183892
883,82.0,1567.0,5.0,574168.905357765
884,28.0,1783.0,14.0,799165.2239110986
885,73.0,1734.0,14.0,721073.3981415535
886,82.0,1237.0,6.0,747509.7379983788
887,82.0,2936.0,2.0,613172.5447340297
888,37.0,2476.0,14.0,648809.8524644242
889,82.0,1567.0,9.0,569610.182182472
890,73.0,1731.0,12.0,603207.7879983787
891,1.0,2488.0,9.0,614830.8187274452
892,64.0,2135.0,2.0,750666.9091183891
893,19.0,1783.0,8.0,692932.0849412772
894,1.0,2231.0,10.0,570642.1366874628
895,1.0,1731.0,4.0,744481.562352141
896,19.0,1161.0,12.0,746484.6558336186
897,28.0,1804.0,8.0,611007.2523281042
898,28.0,2074.0,13.0,704339.4299192637
899,19.0,1734.0,10.0,691461.4440008645
900,64.0,1804.0,9.0,548520.9649412772
901,10.0,2074.0,5.0,459760.4587274453
902,28.0,2028.0,13.0,746690.7379983788
903,19.0,2118.0,1.0,737796.1314326305
904,73.0,2074.0,8.0,637950.1125970788
905,1.0,2796.0,13.0,518186.3218052801
906,55.0,2163.0,9.0,547368.9649412772
907,55.0,1467.0,5.0,776988.007679752
908,1.0,2680.0,13.0,660922.0549412773
909,28.0,1734.0,5.0,678459.5308572765
910,46.0,2098.0,1.0,711246.1314326305
911,28.0,2501.0,5.0,715160.1225970787
912,64.0,1734.0,4.0,804996.3369504637
913,73.0,1797.0,5.0,718052.0537311212
914,64.0,2501.0,3.0,504769.1724644242
915,37.0,2680.0,1.0,597751.2602069426
916,28.0,2098.0,11.0,448576.9140008646
917,37.0,2476.0,6.0,653501.8291183892
918,46.0,1772.0,4.0,784553.1969504637
919,37.0,2135.0,3.0,636222.1125970788
920,64.0,2501.0,12.0,724551.4333498311
921,55.0,2796.0,3.0,760978.0569504637
922,55.0,2476.0,8.0,638391.31180528
923,82.0,2416.0,14.0,668193.3679983787
924,19.0,2163.0,3.0,716000.707966973
925,82.0,2631.0,10.0,633904.7204500827
926,10.0,1335.0,6.0,784521.3718735133
927,10.0,1783.0,4.0,609237.8612369471
928,19.0,2700.0,8.0,533236.8079669729
929,46.0,1459.0,2.0,557022.7439110986
930,73.0,2680.0,5.0,557344.2302069425
931,28.0,2700.0,6.0,694403.2918136714
932,28.0,2231.0,11.0,803867.29180528
933,1.0,1772.0,2.0,681557.3491183892
934,10.0,2416.0,5.0,744805.0108572766
935,1.0,2416.0,11.0,675645.6369504638
936,82.0,2043.0,13.0,725522.1787274452
937,37.0,2476.0,5.0,462193.7999192636
938,64.0,2231.0,6.0,635792.3639110986
939,28.0,2936.0,11.0,452615.44535776513
940,10.0,2163.0,13.0,771391.712182472
941,1.0,2476.0,6.0,494805.1314326305
942,1.0,2105.0,4.0,584207.0699192637
943,55.0,2476.0,9.0,672665.5727244101
944,1.0,1772.0,3.0,673873.5847340297
945,19.0,1335.0,13.0,512239.20020694257
946,55.0,2488.0,3.0,482145.0733498312
947,19.0,2471.0,10.0,717718.0053577651
948,55.0,2936.0,6.0,726899.6124644242
949,64.0,2163.0,6.0,454761.4923281041
950,55.0,2231.0,4.0,577449.0247340297
951,28.0,2680.0,5.0,707774.407679752
952,10.0,2105.0,12.0,702162.3766874628
953,73.0,1459.0,12.0,723937.172352141
954,46.0,2105.0,6.0,772462.712182472
955,28.0,1335.0,7.0,781113.1314326304
956,82.0,1237.0,8.0,708316.8691183892
957,64.0,2680.0,7.0,638636.2724994892
958,37.0,2098.0,11.0,499395.98473402974
959,1.0,2501.0,6.0,737534.2304500827
960,46.0,1731.0,5.0,741284.1827244101
961,28.0,2796.0,3.0,572497.957966973
962,82.0,2680.0,3.0,494362.9037311211
963,28.0,2488.0,4.0,778255.4402069426
964,82.0,2231.0,5.0,637347.5779983787
965,10.0,1237.0,10.0,519329.8918735134
966,64.0,1783.0,13.0,729633.2939110985
967,55.0,1335.0,11.0,603405.0118735133
968,19.0,2680.0,4.0,535167.4124994893
969,73.0,2163.0,2.0,520055.66536727257
970,55.0,2913.0,14.0,548825.3804500827
971,46.0,1731.0,10.0,761923.0569504637
972,37.0,1346.0,11.0,608890.7253577651
973,64.0,1459.0,11.0,639718.5718735134
974,1.0,2700.0,11.0,703871.4299192637
975,28.0,1567.0,5.0,603081.0118735133
976,37.0,1783.0,10.0,697589.9533498312
977,82.0,2028.0,13.0,744555.0187274452
978,37.0,1459.0,11.0,614327.6123521412
979,82.0,2501.0,4.0,749631.9091183891
980,82.0,1346.0,4.0,729656.0949294312
981,82.0,2488.0,4.0,720641.3981415535
982,10.0,1467.0,11.0,608348.972182472
983,73.0,2680.0,14.0,732054.6076797519
984,55.0,1928.0,13.0,747813.9133498312
985,28.0,2105.0,8.0,674592.64180528
986,19.0,2416.0,6.0,674721.3923521412
987,28.0,1346.0,7.0,673918.5847340297
988,64.0,2913.0,10.0,668452.3653577651
989,64.0,1734.0,12.0,738821.2304500827
990,19.0,2501.0,13.0,454195.2212369471
991,28.0,2501.0,10.0,564441.8358336187
992,46.0,2043.0,14.0,521034.4918136714
993,82.0,2913.0,13.0,646607.6587274452
994,37.0,2043.0,4.0,776772.007679752
995,28.0,2476.0,10.0,695371.1853577651
996,28.0,1772.0,1.0,570051.7725970788
997,37.0,1783.0,7.0,653321.8291183892
998,19.0,1567.0,13.0,570987.182182472
999,55.0,1928.0,1.0,785169.3718735133
1000,64.0,2501.0,11.0,737796.8253577651
1001,37.0,1731.0,9.0,529752.0766874629
1002,28.0,2098.0,9.0,577235.9627244101
1003,55.0,1161.0,14.0,538586.0927244101
1004,82.0,1734.0,9.0,573374.8037311212
1005,1.0,2416.0,14.0,536889.1314326305
1006,28.0,2043.0,9.0,609885.8612369471
1007,37.0,2043.0,7.0,498532.22272441006
1008,1.0,1772.0,14.0,760807.8118735134
1009,1.0,2488.0,4.0,599811.0508572765
1010,64.0,2476.0,12.0,699535.1047340297
1011,1.0,1783.0,3.0,537521.5412369472
1012,10.0,1567.0,5.0,649241.8524644242
1013,10.0,2936.0,6.0,636591.8640008646
1014,10.0,2028.0,8.0,611893.807679752
1015,46.0,1734.0,5.0,604900.0740008645
1016,10.0,2074.0,1.0,600891.0508572765
1017,55.0,2074.0,7.0,747260.6099192636
1018,82.0,2028.0,10.0,720631.1149412772
1019,1.0,1284.0,6.0,707126.407679752
1020,10.0,1731.0,12.0,743366.1281415536
1021,46.0,1284.0,12.0,695168.2918136714
1022,55.0,2471.0,12.0,543609.1387274452
1023,46.0,1346.0,11.0,478221.1318136714
1024,55.0,1772.0,10.0,633541.2902069426
1025,46.0,1467.0,3.0,733506.0240008646
1026,55.0,1567.0,4.0,667088.4079669729
1027,19.0,1804.0,11.0,697131.7158336187
1028,82.0,1346.0,8.0,742776.1447340297
1029,73.0,2501.0,9.0,556594.6449294311
1030,64.0,1284.0,13.0,702348.7823521411
1031,64.0,1783.0,6.0,497188.9323281041
1032,19.0,1459.0,8.0,607583.972182472
1033,10.0,1459.0,2.0,640128.7037311213
1034,28.0,1804.0,10.0,694768.6037311212
1035,46.0,1161.0,11.0,535217.0853577651
1036,73.0,2501.0,14.0,720935.6518136715
1037,55.0,2098.0,10.0,743609.1281415536
1038,73.0,1783.0,9.0,556264.2302069425
1039,28.0,1567.0,12.0,641433.2566874628
1040,19.0,2163.0,1.0,611241.8327244101
1041,1.0,1346.0,1.0,804763.0153672725
1042,55.0,2700.0,13.0,634057.7204500827
1043,37.0,2913.0,2.0,669037.1537311212
1044,37.0,1797.0,13.0,478050.1318136714
1045,37.0,2043.0,13.0,739021.4523281042
1046,46.0,2163.0,9.0,767278.3933498312
1047,37.0,1731.0,14.0,607772.972182472
1048,82.0,1161.0,14.0,767001.4004500827
1049,37.0,1459.0,10.0,644045.0647340297
1050,1.0,2936.0,4.0,678166.7724644243
1051,10.0,2796.0,3.0,761367.7153672726
1052,73.0,1783.0,10.0,665170.9318136714
1053,1.0,1237.0,4.0,782581.8012148325
1054,37.0,1459.0,8.0,562368.2169504637
1055,28.0,1772.0,3.0,745660.0108572766
1056,1.0,1772.0,5.0,647301.0023521412
1057,46.0,2476.0,3.0,772020.5566874628
1058,28.0,1772.0,10.0,649304.8524644242
1059,19.0,2700.0,1.0,625735.0249412772
1060,1.0,1346.0,7.0,602492.3058336186
1061,46.0,2098.0,5.0,613073.5447340297
1062,1.0,2074.0,1.0,702672.6924644242
1063,10.0,2471.0,3.0,564945.8358336187
1064,10.0,2028.0,3.0,495802.9037311211
1065,73.0,1346.0,8.0,550553.3804500827
1066,64.0,2416.0,9.0,533767.1025970788
1067,1.0,2043.0,12.0,642810.2566874628
1068,82.0,1467.0,4.0,642418.6923281042
1069,55.0,1567.0,3.0,600495.9612148325
1070,55.0,1335.0,4.0,836898.9104500827
1071,82.0,1459.0,3.0,498892.22272441006
1072,10.0,2631.0,8.0,451401.1724994892
1073,19.0,2680.0,7.0,714138.7708572765
1074,64.0,1567.0,3.0,519893.07695046376
1075,37.0,1346.0,6.0,761887.8118735134
1076,28.0,2163.0,2.0,734271.0240008646
1077,1.0,2163.0,13.0,761943.7153672726
1078,46.0,1237.0,2.0,720265.3127244101
1079,73.0,2913.0,7.0,774859.2508572766
1080,55.0,1804.0,2.0,517228.6812148326
1081,10.0,2163.0,9.0,604081.0740008645
1082,37.0,1731.0,6.0,603900.0118735133
1083,46.0,1783.0,10.0,718029.5012369471
1084,73.0,1731.0,3.0,729644.1321824719
1085,55.0,2680.0,2.0,744780.0187274452
1086,73.0,2105.0,2.0,735525.5653672726
1087,10.0,1804.0,3.0,701430.9839110986
1088,19.0,2501.0,6.0,608286.2537311212
1089,82.0,2043.0,8.0,778285.0749294312
1090,73.0,1567.0,3.0,736775.8579669729
1091,37.0,1928.0,10.0,783001.9618052801
1092,46.0,2488.0,1.0,702729.3766874628
1093,19.0,2501.0,10.0,453475.2212369471
1094,10.0,2680.0,11.0,602681.3058336186
1095,37.0,2476.0,4.0,682365.1314326305
1096,10.0,2476.0,11.0,733721.5212148326
1097,37.0,2488.0,10.0,720820.1149412772
1098,19.0,2163.0,12.0,721340.6518136715
1099,46.0,1237.0,8.0,460895.2524644242
1100,64.0,1772.0,9.0,675669.2653672725
1101,10.0,1346.0,4.0,778348.0749294312
1102,46.0,1567.0,1.0,802139.29180528
1103,64.0,2796.0,2.0,721838.3981415535
1104,10.0,1928.0,2.0,696764.8412369471
1105,1.0,2680.0,3.0,519560.66536727257
1106,46.0,1284.0,9.0,696359.8412369471
1107,73.0,2416.0,1.0,669898.3202069426
1108,37.0,2700.0,9.0,638889.6012148325
1109,82.0,2231.0,8.0,563393.8153672726
1110,46.0,1783.0,5.0,556624.2302069425
1111,82.0,1772.0,6.0,754942.5849294312
1112,28.0,1237.0,7.0,461680.7999192636
1113,28.0,2105.0,1.0,765966.4004500827
1114,37.0,1459.0,6.0,737436.8253577651
1115,64.0,1335.0,7.0,640809.2908572765
1116,28.0,2700.0,8.0,716585.707966973
1117,55.0,2105.0,7.0,502436.2987274453
1118,64.0,2700.0,12.0,455994.35272441007
1119,28.0,2043.0,14.0,557273.8108572764
1120,82.0,2913.0,12.0,733630.30180528
1121,37.0,2231.0,5.0,529599.0766874629
1122,1.0,2913.0,7.0,696925.5723281042
1123,10.0,2163.0,7.0,573176.0324994893
1124,19.0,2476.0,6.0,559753.3212148325
1125,1.0,2416.0,13.0,519905.8918735134
1126,10.0,2680.0,5.0,718079.0537311212
1127,82.0,1772.0,14.0,646329.0023521412
1128,10.0,2043.0,14.0,601136.9818052801
1129,28.0,2231.0,7.0,699715.1047340297
1130,1.0,2680.0,9.0,620154.3091183892
1131,10.0,1772.0,14.0,799597.2239110986
1132,10.0,2135.0,5.0,641754.2908572765
1133,82.0,1731.0,9.0,597706.2602069426
1134,1.0,2796.0,4.0,783157.8012148325
1135,64.0,2680.0,2.0,765037.8581415537
1136,82.0,2043.0,5.0,798414.5649294312
1137,55.0,2163.0,7.0,570807.182182472
1138,28.0,1804.0,3.0,583910.0699192637
1139,1.0,2476.0,11.0,603826.5133498312
1140,28.0,2913.0,9.0,702123.9839110986
1141,46.0,1734.0,9.0,533210.407679752
1142,19.0,1783.0,1.0,816773.7404500827
1143,55.0,2416.0,2.0,778714.4402069426
1144,10.0,2118.0,11.0,493459.43259707873
1145,64.0,2028.0,2.0,570276.7725970788
1146,1.0,1734.0,3.0,767681.5279983788
1147,64.0,2700.0,7.0,699778.1047340297
1148,28.0,1161.0,13.0,760840.6318052801
1149,64.0,1346.0,9.0,734451.0240008646
1150,1.0,2135.0,12.0,697275.4427244101
1151,73.0,1346.0,12.0,457819.0523521411
1152,37.0,1772.0,11.0,705524.8812148325
1153,64.0,1783.0,14.0,767107.3933498312
1154,10.0,2936.0,5.0,659725.0549412773
1155,19.0,2028.0,4.0,639689.2724994892
1156,19.0,2488.0,7.0,453321.4923281041
1157,37.0,2488.0,9.0,744806.1281415536
1158,82.0,2680.0,12.0,715511.1225970787
1159,82.0,2074.0,10.0,649776.1314326305
1160,55.0,2135.0,3.0,734370.0240008646
1161,28.0,2631.0,6.0,682194.1314326305
1162,46.0,2163.0,3.0,636447.7758336186
1163,55.0,1567.0,2.0,545295.0924644242
1164,55.0,2163.0,6.0,673179.2412148325
1165,19.0,2416.0,12.0,481185.8958336187
1166,37.0,2028.0,6.0,570274.2840008646
1167,10.0,1459.0,5.0,677347.7724644243
1168,64.0,2098.0,11.0,525063.5533498311
1169,10.0,2416.0,9.0,642569.7621824719
1170,64.0,2936.0,2.0,771787.712182472
1171,55.0,1237.0,9.0,460436.2524644242
1172,1.0,2135.0,14.0,759468.1314326304
1173,73.0,2471.0,8.0,667770.1149294311
1174,55.0,2913.0,13.0,736101.5653672726
1175,19.0,1567.0,7.0,532778.407679752
1176,64.0,1335.0,9.0,602217.0118735133
1177,10.0,2796.0,8.0,703793.342182472
1178,1.0,1237.0,8.0,601695.7879983787
1179,10.0,1731.0,14.0,722222.1858336186
1180,37.0,1284.0,1.0,724416.4333498311
1181,64.0,1734.0,7.0,695308.1853577651
1182,37.0,2231.0,4.0,699185.6049294312
1183,19.0,1783.0,5.0,714647.1225970787
1184,46.0,1797.0,7.0,675693.4987274453
1185,28.0,1797.0,13.0,722271.6247340296
1186,64.0,1797.0,6.0,597190.1349294311
1187,28.0,2098.0,8.0,606891.6524994893
1188,46.0,2913.0,12.0,745573.5324644243
1189,82.0,1734.0,10.0,666578.9381415535
1190,10.0,1567.0,10.0,605661.4425970789
1191,46.0,2105.0,9.0,701340.7823521411
1192,55.0,2105.0,4.0,721642.3127244101
1193,73.0,2416.0,4.0,565525.0333498312
1194,19.0,2028.0,9.0,608528.972182472
1195,55.0,1567.0,7.0,573016.905357765
1196,64.0,2700.0,5.0,612028.807679752
1197,37.0,2936.0,12.0,738489.8253577651
1198,28.0,2074.0,6.0,640138.545357765
1199,19.0,2680.0,8.0,534222.4124994893
1200,64.0,1928.0,6.0,721052.6518136715
1201,28.0,2913.0,4.0,790480.2049412772
1202,82.0,2098.0,6.0,540098.0927244101
1203,73.0,1161.0,2.0,640186.5718735134
1204,82.0,2471.0,10.0,695128.1853577651
1205,73.0,1567.0,13.0,478509.1318136714
1206,19.0,2476.0,14.0,531994.4940008646
1207,10.0,1335.0,8.0,711939.1314326305
1208,1.0,1467.0,6.0,640272.7037311213
